sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp,test
89.0,97.0,120.0,93.0,96.0,114.0,42.3,11.9,8.69,7.6,7.2,6.5,679.69,1452.91,975.86,811.69,771.69,671.47,984.3,745.3,930.95,822.26,636.04,959.86,706.73,727.47,1055.91,892.82,841.86,910.3,786.0,,442.43,149.9,183.13,181.1,172.0,186.62,216.87,216.62,183.25,211.12,205.46,9.34,155.49,321.48,52.72,14.65,9.86,165.61,321.16,50.72,17.23,9.96,121.38,326.73,50.53,17.51,9.3,164.73,320.44,48.35,19.49,9.07,148.68,306.83,50.38,13.38,,,,,,9.01,173.73,345.65,52.78,19.92,9.64,188.71,338.54,58.98,13.18,10.7,119.33,329.27,53.86,19.81,9.44,183.37,329.67,56.63,14.8,9.29,174.25,314.98,55.0,13.29,,,,,,53.14,64.75,78.37,74.25,30.51,41.22,18.0,26.25,23.62,27.56,53.06,,13.62,20.5,18.0,28.45,,,,,,,42.01,2.37,30.75,56.25,45.12,34.94,
80.0,94.0,117.0,75.0,76.0,112.0,42.3,11.9,8.69,7.6,7.2,6.5,679.69,1452.91,975.86,811.69,771.69,671.47,984.3,745.3,930.95,822.26,636.04,959.86,706.73,727.47,1055.91,892.82,841.86,910.3,786.0,,442.43,149.9,183.13,181.1,172.0,186.62,216.87,216.62,183.25,211.12,205.46,9.34,155.49,321.48,52.72,14.65,9.86,165.61,321.16,50.72,17.23,9.96,121.38,326.73,50.53,17.51,9.3,164.73,320.44,48.35,19.49,9.07,148.68,306.83,50.38,13.38,,,,,,9.01,173.73,345.65,52.78,19.92,9.64,188.71,338.54,58.98,13.18,10.7,119.33,329.27,53.86,19.81,9.44,183.37,329.67,56.63,14.8,9.29,174.25,314.98,55.0,13.29,,,,,,53.14,64.75,78.37,74.25,30.51,41.22,18.0,26.25,23.62,27.56,53.06,,13.62,20.5,18.0,28.45,,,,,,,42.01,2.37,30.75,56.25,45.12,34.94,
83.0,86.0,106.0,46.0,152.0,106.0,42.3,11.9,8.69,7.6,7.2,6.5,679.91,1452.76,975.87,811.57,771.66,671.53,984.51,745.0,931.14,822.45,636.0,959.91,706.79,727.54,1055.7,892.67,841.79,910.35,786.05,,442.45,149.79,183.12,181.09,171.94,186.98,217.29,217.05,183.07,211.15,205.42,9.48,156.0,322.11,53.47,13.65,9.62,164.23,318.55,50.92,16.26,9.81,120.4,324.13,50.62,16.76,9.33,163.33,317.85,48.56,18.59,8.98,147.62,304.44,50.43,12.69,,,,,,8.25,170.95,340.14,52.34,19.01,9.34,189.51,339.96,58.32,12.59,11.3,119.72,330.59,53.72,19.32,9.39,181.74,326.67,56.45,14.27,9.27,172.57,311.88,54.78,12.74,,,,,,53.14,64.75,78.37,74.25,30.51,41.22,18.0,26.25,23.62,27.56,53.06,,13.62,20.5,18.0,28.45,,,,,,,42.01,2.37,30.75,56.25,45.12,34.94,
100.0,88.0,190.0,76.0,118.0,104.0,44.05,11.95,8.85,7.6,7.2,6.5,638.59,1361.89,916.47,760.9,724.39,630.87,925.41,700.07,874.31,772.87,597.27,901.81,663.97,683.59,991.51,837.87,790.75,854.69,738.29,,415.22,160.69,198.48,194.19,185.44,187.93,218.3,218.76,182.46,211.41,205.4,9.25,157.49,322.08,53.8,14.5,9.72,174.33,339.01,53.46,16.94,8.86,124.72,336.95,53.04,18.33,9.92,173.45,334.95,50.64,20.04,9.96,164.35,334.87,55.28,13.46,,,,,,9.67,167.81,333.43,54.16,20.54,9.38,191.01,342.95,60.89,12.59,9.99,123.48,341.11,54.37,21.81,9.45,190.48,341.38,57.0,16.9,9.6,189.79,341.24,57.55,14.62,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
92.0,104.0,112.0,71.0,105.0,102.0,44.05,11.95,8.85,7.6,7.2,6.5,638.59,1361.89,916.47,760.9,724.39,630.87,925.41,700.07,874.31,772.87,597.27,901.81,663.97,683.59,991.51,837.87,790.75,854.69,738.29,,415.22,160.69,198.48,194.19,185.44,187.93,218.3,218.76,182.46,211.41,205.4,9.25,157.49,322.08,53.8,14.5,9.72,174.33,339.01,53.46,16.94,8.86,124.72,336.95,53.04,18.33,9.92,173.45,334.95,50.64,20.04,9.96,164.35,334.87,55.28,13.46,,,,,,9.67,167.81,333.43,54.16,20.54,9.38,191.01,342.95,60.89,12.59,9.99,123.48,341.11,54.37,21.81,9.45,190.48,341.38,57.0,16.9,9.6,189.79,341.24,57.55,14.62,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
93.0,87.0,144.0,66.0,104.0,86.0,44.05,11.95,8.85,7.6,7.2,6.5,638.79,1362.66,916.84,761.05,724.88,631.01,925.75,700.22,874.77,773.3,597.59,902.18,664.32,683.94,991.76,838.42,791.16,855.03,738.64,,415.45,160.69,198.48,194.19,185.44,187.93,218.3,218.76,182.46,211.41,205.4,9.46,159.86,320.87,54.52,14.86,9.75,176.0,335.94,53.74,17.24,9.17,122.61,333.92,53.21,18.65,9.92,173.9,332.06,50.94,20.19,9.91,165.71,331.84,55.72,13.4,,,,,,9.41,166.28,326.07,54.08,19.6,9.19,189.95,339.1,59.64,12.34,9.28,120.3,331.45,53.39,21.25,9.32,185.64,331.73,55.69,16.69,9.47,185.79,334.75,56.86,14.52,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
105.0,93.0,137.0,61.0,110.0,102.0,44.05,11.95,8.85,7.6,7.2,6.5,638.79,1362.66,916.84,761.05,724.88,631.01,925.75,700.22,874.77,773.3,597.59,902.18,664.32,683.94,991.76,838.42,791.16,855.03,738.64,,415.45,160.69,198.48,194.19,185.44,187.93,218.3,218.76,182.46,211.41,205.4,9.46,159.86,320.87,54.52,14.86,9.75,176.0,335.94,53.74,17.24,9.17,122.61,333.92,53.21,18.65,9.92,173.9,332.06,50.94,20.19,9.91,165.71,331.84,55.72,13.4,,,,,,9.41,166.28,326.07,54.08,19.6,9.19,189.95,339.1,59.64,12.34,9.28,120.3,331.45,53.39,21.25,9.32,185.64,331.73,55.69,16.69,9.47,185.79,334.75,56.86,14.52,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
61.0,57.0,104.0,118.0,92.0,92.0,45.8,12.0,9.0,7.6,7.2,6.5,638.19,1361.61,916.72,760.52,724.88,631.09,925.86,700.0,874.84,773.08,597.55,902.21,664.39,683.64,991.2,838.98,790.9,854.84,738.45,,415.41,161.68,199.28,194.89,186.36,187.76,218.13,219.36,183.58,212.27,205.43,10.34,192.26,343.87,59.52,22.43,9.75,193.34,342.05,57.68,24.74,10.09,119.37,344.19,55.24,27.24,9.71,193.4,344.08,58.19,24.06,10.03,186.7,335.02,62.57,16.13,,,,,,9.61,192.37,343.17,59.55,22.45,9.85,199.29,349.36,64.44,15.37,9.63,126.91,342.91,58.0,24.42,9.58,191.72,336.82,58.49,21.5,10.22,179.23,330.07,57.49,21.13,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
,,,,,,45.8,12.0,9.0,7.6,7.2,6.5,638.19,1361.61,916.72,760.52,724.88,631.09,925.86,700.0,874.84,773.08,597.55,902.21,664.39,683.64,991.2,838.98,790.9,854.84,738.45,,415.41,161.68,199.28,194.89,186.36,187.76,218.13,219.36,183.58,212.27,205.43,10.34,192.26,343.87,59.52,22.43,9.75,193.34,342.05,57.68,24.74,10.09,119.37,344.19,55.24,27.24,9.71,193.4,344.08,58.19,24.06,10.03,186.7,335.02,62.57,16.13,,,,,,9.61,192.37,343.17,59.55,22.45,9.85,199.29,349.36,64.44,15.37,9.63,126.91,342.91,58.0,24.42,9.58,191.72,336.82,58.49,21.5,10.22,179.23,330.07,57.49,21.13,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,True
68.0,68.0,102.0,106.0,73.0,88.0,45.8,12.0,9.0,7.6,7.2,6.5,638.24,1362.2,917.18,760.56,724.84,631.24,926.01,700.03,875.29,773.35,597.76,902.68,664.73,683.91,991.6,839.25,791.15,855.29,738.65,,415.67,162.35,199.47,195.25,186.9,187.6,217.96,219.5,184.03,212.55,205.47,10.27,199.95,349.92,60.21,24.91,9.83,199.76,348.16,58.83,26.72,10.12,119.97,349.97,56.04,29.64,10.04,199.71,350.03,60.55,24.54,10.33,194.08,340.48,64.74,16.74,,,,,,9.87,200.12,350.16,60.9,24.04,10.37,198.25,346.89,66.19,16.47,10.47,128.62,346.7,59.45,25.12,9.92,196.64,344.05,60.1,22.71,10.35,181.96,336.6,58.0,23.71,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
70.0,64.0,166.0,95.0,98.0,96.0,45.8,12.0,9.0,7.6,7.2,6.5,638.24,1362.2,917.18,760.56,724.84,631.24,926.01,700.03,875.29,773.35,597.76,902.68,664.73,683.91,991.6,839.25,791.15,855.29,738.65,,415.67,162.35,199.47,195.25,186.9,187.6,217.96,219.5,184.03,212.55,205.47,10.27,199.95,349.92,60.21,24.91,9.83,199.76,348.16,58.83,26.72,10.12,119.97,349.97,56.04,29.64,10.04,199.71,350.03,60.55,24.54,10.33,194.08,340.48,64.74,16.74,,,,,,9.87,200.12,350.16,60.9,24.04,10.37,198.25,346.89,66.19,16.47,10.47,128.62,346.7,59.45,25.12,9.92,196.64,344.05,60.1,22.71,10.35,181.96,336.6,58.0,23.71,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
,,,,,,45.8,12.0,9.0,7.6,7.2,6.5,638.24,1362.2,917.18,760.56,724.84,631.24,926.01,700.03,875.29,773.35,597.76,902.68,664.73,683.91,991.6,839.25,791.15,855.29,738.65,,415.67,162.35,199.47,195.25,186.9,187.6,217.96,219.5,184.03,212.55,205.47,10.27,199.95,349.92,60.21,24.91,9.83,199.76,348.16,58.83,26.72,10.12,119.97,349.97,56.04,29.64,10.04,199.71,350.03,60.55,24.54,10.33,194.08,340.48,64.74,16.74,,,,,,9.87,200.12,350.16,60.9,24.04,10.37,198.25,346.89,66.19,16.47,10.47,128.62,346.7,59.45,25.12,9.92,196.64,344.05,60.1,22.71,10.35,181.96,336.6,58.0,23.71,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,True
73.0,63.0,96.0,118.0,94.0,98.0,45.8,12.0,9.0,7.6,7.2,6.5,637.08,1360.22,916.85,760.11,724.58,631.4,925.68,699.46,874.24,772.5,597.12,901.62,664.01,682.72,990.49,838.29,790.41,854.69,737.84,,415.11,164.08,198.56,195.9,187.79,186.67,216.91,219.6,184.63,213.44,205.61,10.33,200.0,350.0,60.77,24.1,10.14,199.96,348.57,59.58,25.74,10.48,120.23,350.65,55.44,30.33,10.34,200.06,350.67,59.85,25.41,9.6,193.6,339.17,63.07,16.57,,,,,,9.88,200.18,350.22,60.82,24.22,10.22,198.4,346.99,65.55,17.32,9.9,128.81,347.06,59.19,25.42,10.32,195.14,341.19,61.06,22.32,9.5,179.16,331.22,58.74,22.87,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
,,,,,,45.8,12.0,9.0,7.6,7.2,6.5,637.08,1360.22,916.85,760.11,724.58,631.4,925.68,699.46,874.24,772.5,597.12,901.62,664.01,682.72,990.49,838.29,790.41,854.69,737.84,,415.11,164.08,198.56,195.9,187.79,186.67,216.91,219.6,184.63,213.44,205.61,10.33,200.0,350.0,60.77,24.1,10.14,199.96,348.57,59.58,25.74,10.48,120.23,350.65,55.44,30.33,10.34,200.06,350.67,59.85,25.41,9.6,193.6,339.17,63.07,16.57,,,,,,9.88,200.18,350.22,60.82,24.22,10.22,198.4,346.99,65.55,17.32,9.9,128.81,347.06,59.19,25.42,10.32,195.14,341.19,61.06,22.32,9.5,179.16,331.22,58.74,22.87,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,True
74.0,69.0,136.0,140.0,83.0,108.0,45.8,12.0,9.0,7.6,7.2,6.5,636.93,1360.0,916.78,760.03,724.58,631.55,925.71,699.28,874.2,772.68,596.93,901.43,663.9,682.57,990.15,837.95,790.26,854.54,737.8,,415.07,164.4,198.58,196.01,188.05,186.37,216.55,219.55,184.73,213.45,205.67,8.9,170.49,298.4,51.82,20.54,8.82,172.03,299.62,51.39,22.01,9.24,103.38,301.51,48.11,26.22,9.04,172.06,301.51,51.34,22.1,8.21,165.51,289.96,53.5,14.7,,,,,,8.62,175.17,306.57,53.47,20.95,9.0,175.17,306.38,57.13,15.43,8.99,113.62,306.31,52.41,22.27,9.0,168.86,295.33,53.06,19.13,7.89,156.3,288.97,51.33,19.89,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
74.0,56.0,102.0,106.0,90.0,105.0,45.8,12.0,9.0,7.6,7.2,6.5,636.93,1360.0,916.78,760.03,724.58,631.55,925.71,699.28,874.2,772.68,596.93,901.43,663.9,682.57,990.15,837.95,790.26,854.54,737.8,,415.07,164.4,198.58,196.01,188.05,186.37,216.55,219.55,184.73,213.45,205.67,8.9,170.49,298.4,51.82,20.54,8.82,172.03,299.62,51.39,22.01,9.24,103.38,301.51,48.11,26.22,9.04,172.06,301.51,51.34,22.1,8.21,165.51,289.96,53.5,14.7,,,,,,8.62,175.17,306.57,53.47,20.95,9.0,175.17,306.38,57.13,15.43,8.99,113.62,306.31,52.41,22.27,9.0,168.86,295.33,53.06,19.13,7.89,156.3,288.97,51.33,19.89,,,,,,52.77,63.87,77.87,73.37,30.69,41.25,17.12,24.62,22.37,27.89,52.96,,14.75,22.87,19.37,28.53,,,,,,,41.34,2.0,29.75,53.75,43.62,35.22,
68.0,63.0,98.0,73.0,73.0,92.0,47.9,12.02,9.1,7.6,7.2,6.46,676.14,1445.38,976.65,809.87,772.45,673.34,984.7,744.4,930.76,822.24,635.21,958.47,706.01,724.87,1050.67,893.38,840.84,909.87,785.21,,441.69,162.21,196.04,197.75,187.52,184.33,213.65,217.18,184.03,211.15,205.6,10.03,199.9,349.82,60.91,24.0,9.8,198.31,347.16,57.71,27.3,10.16,119.04,347.23,54.67,31.43,10.3,198.29,347.03,57.58,27.6,9.9,198.1,346.82,64.79,18.3,,,,,,9.39,190.59,332.99,57.63,23.58,9.71,190.38,332.54,60.64,19.75,9.1,123.5,333.03,54.77,27.24,9.64,191.97,335.6,58.84,22.75,9.63,180.83,333.3,58.16,22.94,,,,,,52.28,63.55,77.11,72.0,30.87,39.63,15.88,23.0,20.77,28.14,53.05,0.11,15.77,25.0,21.44,28.64,,,,,,,40.73,1.66,28.77,50.33,41.55,35.44,
109.0,95.0,124.0,83.0,113.0,102.0,47.9,12.02,9.1,7.6,7.2,6.46,675.42,1444.74,976.44,810.21,772.2,673.98,985.29,744.66,930.93,822.33,635.12,958.38,705.88,724.78,1050.25,893.81,841.05,909.95,785.29,,442.11,163.03,197.17,195.93,186.06,185.27,214.55,216.45,185.92,211.25,205.57,6.97,138.25,264.5,44.08,14.41,7.55,141.48,262.34,42.74,16.62,7.24,94.37,263.11,40.62,18.94,7.73,140.45,260.71,42.22,16.26,7.96,134.72,257.55,44.72,11.64,,,,,,8.75,140.33,265.01,45.31,15.44,7.53,149.69,266.74,47.67,13.04,7.66,97.27,266.7,43.77,17.5,7.61,154.3,272.82,46.42,13.4,7.12,143.85,262.7,46.2,13.08,,,,,,52.13,63.12,76.5,70.87,30.95,39.09,14.87,21.0,19.25,28.22,53.04,0.12,16.25,25.62,22.25,28.67,,,,,,,40.48,1.62,28.25,49.25,40.75,35.56,
72.0,66.0,116.0,100.0,89.0,80.0,47.9,12.02,9.1,7.6,7.2,6.46,675.21,1444.87,976.35,810.12,772.41,673.94,985.84,745.04,931.19,822.64,635.12,958.58,705.64,724.91,1050.42,893.81,841.31,910.08,785.42,,442.05,164.25,196.88,194.82,185.39,185.72,215.08,216.56,186.77,211.96,205.56,5.87,116.58,216.38,36.77,12.68,6.25,119.62,217.48,36.0,14.58,6.11,77.69,219.89,34.98,16.57,6.14,118.59,215.54,36.0,14.0,6.21,111.19,206.47,37.31,9.73,,,,,,7.04,123.44,226.45,39.43,13.57,6.53,128.86,228.22,41.04,12.11,6.13,83.5,228.76,37.96,15.46,6.56,132.07,232.74,40.52,12.31,6.25,125.2,229.61,40.31,12.61,,,,,,52.13,63.12,76.5,70.87,30.95,39.09,14.87,21.0,19.25,28.22,53.04,0.12,16.25,25.62,22.25,28.67,,,,,,,40.48,1.62,28.25,49.25,40.75,35.56,
74.0,63.0,110.0,90.0,104.0,100.0,47.9,12.02,9.1,7.6,7.2,6.46,675.21,1444.87,976.35,810.12,772.41,673.94,985.84,745.04,931.19,822.64,635.12,958.58,705.64,724.91,1050.42,893.81,841.31,910.08,785.42,,442.05,164.25,196.88,194.82,185.39,185.72,215.08,216.56,186.77,211.96,205.56,5.87,116.58,216.38,36.77,12.68,6.25,119.62,217.48,36.0,14.58,6.11,77.69,219.89,34.98,16.57,6.14,118.59,215.54,36.0,14.0,6.21,111.19,206.47,37.31,9.73,,,,,,7.04,123.44,226.45,39.43,13.57,6.53,128.86,228.22,41.04,12.11,6.13,83.5,228.76,37.96,15.46,6.56,132.07,232.74,40.52,12.31,6.25,125.2,229.61,40.31,12.61,,,,,,52.13,63.12,76.5,70.87,30.95,39.09,14.87,21.0,19.25,28.22,53.04,0.12,16.25,25.62,22.25,28.67,,,,,,,40.48,1.62,28.25,49.25,40.75,35.56,
82.0,78.0,104.0,111.0,90.0,102.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
91.0,72.0,142.0,128.0,84.0,106.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
85.0,76.0,127.0,71.0,94.0,104.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
74.0,77.0,110.0,72.0,85.0,94.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
86.0,74.0,111.0,88.0,118.0,95.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
86.0,76.0,123.0,87.0,96.0,114.0,49.9,12.1,9.19,7.6,7.2,6.4,669.18,1439.74,975.72,806.45,772.35,674.87,985.55,744.91,930.59,822.73,635.34,957.69,705.51,723.2,1046.96,893.2,841.96,910.08,786.23,,441.88,162.81,195.62,197.18,187.62,158.76,177.63,175.88,154.69,168.77,166.46,8.81,161.29,324.98,54.23,15.42,9.43,169.14,323.28,50.68,18.35,9.73,120.47,327.72,51.5,18.87,10.42,169.12,324.11,50.9,19.66,9.21,153.92,309.65,51.87,13.65,,,,,,9.19,168.16,329.61,55.62,17.83,8.98,183.3,328.52,59.85,10.88,9.14,118.75,328.34,54.51,18.59,9.08,182.66,326.5,57.26,14.13,9.41,172.95,313.12,56.58,12.53,,,,,,51.89,61.26,74.13,67.06,31.13,43.66,14.46,19.8,18.06,26.87,53.02,0.06,17.8,28.46,25.2,29.0,16.54,3.4,5.93,9.26,7.8,14.3,38.35,1.46,21.66,34.4,29.86,36.42,
